期号,红1,红2,红3,红4,红5,红6,蓝
2026546,8,15,22,24,28,33,5
2026547,10,12,20,24,27,33,6
2026548,3,11,13,22,28,33,9
2026549,2,11,18,21,22,33,4
2026550,4,8,13,14,21,24,2
2026551,3,18,19,28,29,32,8
2026552,3,5,6,11,21,27,5
2026553,3,7,12,24,26,32,10
2026554,5,8,12,18,23,33,14
2026555,1,10,13,27,29,32,4
2026556,2,8,9,18,21,30,13
2026557,5,20,25,27,29,33,1
2026558,3,6,16,17,19,25,15
2026559,11,16,17,27,30,31,13
2026560,13,19,24,26,28,31,10
2026561,5,7,8,10,24,28,6
2026562,8,10,14,23,26,30,5
2026563,1,5,6,7,10,12,3
2026564,3,6,9,18,19,20,7
2026565,8,16,17,19,24,32,4
2026566,5,6,15,20,28,31,14
2026567,6,7,17,18,21,23,7
2026568,2,8,14,29,32,33,14
2026569,2,6,23,24,27,31,1
2026570,1,4,7,12,24,30,6
2026571,7,13,18,22,28,32,4
2026572,1,2,11,21,26,32,6
2026573,8,16,17,18,29,31,1
2026574,11,14,23,26,27,30,6
2026575,4,13,15,18,23,33,14
2026576,8,11,14,25,28,30,8
2026577,12,14,17,20,28,29,13
2026578,14,16,24,27,32,33,3
2026579,4,21,22,29,31,33,13
2026580,4,8,12,14,15,26,10
2026581,1,3,5,7,22,33,6
2026582,4,5,13,15,20,23,8
2026583,12,15,20,23,24,30,3
2026584,21,23,24,25,31,33,1
2026585,4,13,16,21,26,31,2
2026586,1,6,19,24,27,28,4
2026587,3,5,16,18,20,25,15
2026588,4,15,17,23,27,29,4
2026589,18,19,21,23,27,28,8
2026590,6,16,20,22,23,24,1
2026591,10,12,13,23,26,27,13
2026592,11,12,19,20,25,28,4
2026593,7,9,10,15,20,21,6
2026594,8,9,20,21,22,33,14
2026595,1,5,10,24,29,32,1
2026596,5,16,18,21,25,29,14
2026597,3,15,19,20,25,28,13
2026598,1,2,18,26,31,32,15
2026599,9,12,18,20,22,32,10
2026600,3,7,17,18,26,33,10
2026601,8,10,15,27,32,33,15
2026602,13,14,18,19,22,24,4
2026603,1,18,19,25,32,33,9
2026604,1,6,19,20,21,26,13
2026605,1,4,6,21,27,31,2
2026606,2,5,11,13,15,26,13
2026607,1,4,6,18,19,27,9
2026608,4,8,17,23,25,33,1
2026609,3,10,11,13,16,22,8
2026610,4,17,24,27,28,31,12
2026611,1,5,15,16,26,27,12
2026612,1,2,4,7,22,33,12
2026613,4,19,25,26,28,29,12
2026614,2,10,12,13,14,30,4
2026615,13,15,17,18,22,27,10
2026616,2,17,19,25,28,29,16
2026617,2,6,8,14,16,17,2
2026618,2,7,8,14,21,25,12
2026619,4,8,9,10,29,33,9
2026620,3,9,13,16,22,33,11
2026621,6,12,26,27,28,30,10
2026622,3,5,25,26,31,32,4
2026623,14,20,21,23,28,31,16
2026624,6,9,14,21,25,30,6
2026625,1,8,11,12,20,32,7
2026626,1,9,16,19,26,29,10
2026627,10,18,22,25,31,33,11
2026628,6,11,14,15,20,24,4
2026629,1,11,15,16,27,33,3
2026630,7,9,11,12,19,24,4
2026631,1,4,8,11,13,24,5
2026632,3,6,12,23,28,30,16
2026633,6,10,15,16,21,33,14
2026634,11,12,16,18,20,33,11
2026635,6,10,11,19,21,22,6
2026636,4,9,11,23,28,33,13
2026637,3,8,12,16,20,21,15
2026638,2,4,5,11,17,30,2
2026639,3,9,15,20,24,32,15
2026640,8,12,16,18,20,25,7
2026641,10,15,17,23,28,32,10
2026642,4,8,10,12,19,30,15
2026643,10,13,17,20,28,29,7
2026644,3,8,16,17,18,22,1
2026645,4,7,13,14,15,17,3
2026646,5,8,13,17,21,27,6
2026647,3,16,17,18,28,31,6
2026648,5,6,16,18,23,26,16
2026649,1,10,13,14,18,27,6
2026650,4,5,6,11,15,21,10
2026651,7,11,21,22,27,33,8
2026652,4,17,19,28,31,32,4
2026653,7,10,16,22,23,28,9
2026654,3,15,16,24,25,32,13
2026655,3,10,11,19,26,30,8
2026656,5,14,19,20,26,30,9
2026657,2,9,11,25,28,29,1
2026658,2,3,8,18,20,30,11
2026659,1,8,15,18,19,31,11
2026660,3,7,11,18,20,23,14
2026661,6,10,13,19,21,33,9
2026662,20,25,27,29,32,33,15
2026663,6,12,18,24,29,32,16
2026664,5,17,22,23,25,30,4
2026665,3,4,5,12,15,24,15
2026666,5,7,9,10,17,18,15
2026667,1,6,11,25,30,32,10
2026668,4,9,17,22,26,31,7
2026669,6,17,25,28,32,33,13
2026670,6,7,21,24,32,33,1
2026671,14,18,22,25,28,33,4
2026672,6,16,18,20,27,32,3
2026673,1,18,19,22,27,29,1
2026674,2,7,11,15,19,31,12
2026675,10,14,18,21,28,29,7
2026676,3,15,21,22,24,27,11
2026677,2,15,24,25,30,33,1
2026678,1,5,13,21,22,32,4
2026679,1,3,8,16,19,26,8
2026680,5,9,10,21,28,31,11
2026681,2,8,14,23,24,32,2
2026682,4,7,17,21,23,28,2
2026683,2,5,10,19,21,29,7
2026684,3,11,13,14,29,30,16
2026685,5,13,14,15,25,32,3
2026686,13,14,17,20,23,24,8
2026687,2,8,14,20,23,26,1
2026688,14,21,22,25,27,28,3
2026689,3,8,15,19,22,24,11
2026690,8,16,19,25,30,33,6
2026691,4,23,26,29,30,33,13
2026692,2,13,16,19,20,22,5
2026693,6,15,16,31,32,33,1
2026694,11,13,14,21,25,27,1
2026695,3,6,10,16,17,22,13
2026696,3,17,22,23,27,33,14
2026697,3,4,5,20,23,29,15
2026698,11,14,18,21,27,28,10
2026699,2,4,12,17,27,31,7
2026700,1,7,9,16,32,33,5
2026701,5,7,14,27,28,32,4
2026702,4,9,15,17,22,33,8
2026703,1,14,19,21,30,32,2
2026704,9,13,23,25,27,32,1
2026705,12,17,18,25,28,33,9
2026706,9,11,25,28,30,33,12
2026707,8,11,16,25,27,31,15
2026708,4,7,9,15,32,33,1
2026709,4,8,13,25,26,28,9
2026710,3,7,10,13,17,19,3
2026711,7,15,16,18,32,33,12
2026712,7,8,13,15,24,33,10
2026713,1,4,9,27,29,31,8
2026714,1,4,12,20,30,33,7
2026715,1,5,6,18,27,33,13
2026716,2,6,9,23,26,33,9
2026717,3,5,8,11,28,31,2
2026718,1,5,9,15,23,29,9
2026719,2,5,16,23,30,32,9
2026720,6,7,9,12,14,25,8
2026721,4,5,16,20,23,31,10
2026722,5,7,9,10,18,25,15
2026723,2,5,9,13,24,31,14
2026724,3,6,12,14,16,32,10
2026725,1,9,10,12,27,33,7
2026726,4,12,18,27,31,32,2
2026727,3,10,13,14,17,32,4
2026728,1,2,5,14,16,25,13
2026729,2,5,11,25,29,30,2
2026730,3,8,13,22,25,26,14
2026731,5,7,9,12,14,19,1
2026732,1,11,15,16,20,22,1
2026733,4,5,7,8,11,16,1
2026734,2,3,7,15,20,30,7
2026735,3,4,6,29,31,33,7
2026736,3,16,17,24,25,32,13
2026737,1,4,6,10,26,32,9
2026738,4,14,18,21,24,26,16
2026739,3,8,11,16,18,26,1
2026740,2,8,10,14,17,30,5
2026741,5,10,15,20,26,28,6
2026742,1,3,10,13,21,24,5
2026743,7,9,12,19,22,30,3
2026744,2,9,10,19,24,33,15
2026745,1,7,12,13,20,31,6
2026746,4,5,8,11,23,27,16
2026747,6,15,20,21,27,33,10
2026748,2,9,12,23,27,32,12
2026749,2,4,5,8,13,23,4
2026750,8,18,19,21,30,31,3
2026751,11,13,18,25,28,29,10
2026752,14,16,17,18,26,27,14
2026753,1,2,9,13,14,15,9
2026754,1,9,17,20,24,30,8
2026755,2,4,6,19,29,31,16
2026756,2,3,9,10,14,19,2
2026757,13,20,21,24,26,32,5
2026758,8,9,13,18,21,30,14
2026759,2,6,17,18,29,31,4
2026760,6,9,11,14,15,27,5
2026761,1,3,6,7,11,24,16
2026762,1,10,11,12,29,32,7
2026763,1,2,14,18,30,32,13
2026764,13,15,16,19,23,24,8
2026765,1,8,17,19,30,32,3
2026766,1,4,8,13,17,26,1
2026767,6,19,21,24,25,32,5
2026768,7,9,15,16,22,33,15
2026769,1,3,18,24,25,26,11
2026770,6,18,20,28,30,31,14
2026771,2,8,13,17,29,31,1
2026772,8,14,18,22,30,33,4
2026773,3,4,7,15,16,31,3
2026774,6,18,20,21,22,33,12
2026775,5,17,19,22,25,33,10
2026776,2,7,9,10,21,26,1
2026777,5,7,8,11,24,25,9
2026778,1,11,13,15,27,33,9
2026779,13,14,15,18,19,28,5
2026780,2,4,5,7,9,18,1
2026781,5,6,9,17,23,29,8
2026782,10,20,25,29,30,33,1
2026783,2,5,10,12,17,26,3
2026784,5,11,17,23,29,32,15
2026785,7,10,14,15,21,23,6
2026786,1,10,15,23,30,33,3
2026787,5,7,11,18,25,30,11
2026788,3,7,8,14,21,22,6
2026789,1,10,19,21,22,23,13
2026790,2,3,6,8,15,20,8
2026791,1,2,4,14,17,31,3
2026792,3,5,9,15,16,17,1
2026793,5,6,7,12,19,29,14
2026794,1,3,5,21,23,33,9
2026795,1,14,16,24,29,33,11
2026796,2,10,13,15,17,24,10
2026797,8,10,12,14,15,28,10
2026798,2,3,4,11,20,25,8
2026799,1,16,24,26,30,32,7
2026800,5,8,9,20,28,32,12
2026801,6,14,16,18,27,32,6
2026802,5,7,21,22,24,27,15
2026803,1,12,13,15,17,26,14
2026804,13,23,25,26,30,32,5
2026805,3,9,15,18,20,30,14
2026806,10,16,18,20,26,29,15
2026807,2,6,7,11,19,21,12
2026808,1,3,4,14,26,30,10
2026809,5,8,10,30,31,33,11
2026810,2,10,14,18,24,31,14
2026811,3,4,5,10,25,31,11
2026812,12,17,20,24,25,28,6
2026813,1,6,17,19,23,26,13
2026814,3,18,19,21,25,27,4
2026815,7,18,25,29,32,33,3
2026816,1,8,10,22,28,30,14
2026817,8,11,15,19,20,22,10
2026818,3,12,17,24,29,33,9
2026819,2,9,13,27,28,31,1
2026820,2,4,6,7,23,27,3
2026821,7,10,11,22,24,32,9
2026822,1,4,6,8,12,28,13
2026823,4,14,17,20,24,32,1
2026824,4,5,16,23,24,32,13
2026825,2,4,6,7,23,33,7
2026826,7,18,19,20,27,29,2
2026827,1,2,6,9,26,33,7
2026828,4,8,20,27,30,31,16
2026829,7,14,18,21,25,30,2
2026830,5,7,25,29,30,32,12
2026831,4,10,17,19,21,33,15
2026832,1,4,21,22,24,30,3
2026833,8,11,14,17,29,31,6
2026834,2,6,8,16,18,30,15
2026835,1,5,15,20,25,31,2
2026836,4,14,15,30,31,32,1
2026837,8,16,20,25,27,33,5
2026838,9,13,20,22,25,29,13
2026839,4,16,17,18,25,31,7
2026840,2,8,15,22,27,32,14
2026841,1,6,7,10,18,26,1
2026842,2,15,17,23,24,28,1
2026843,7,10,11,17,22,28,5
2026844,6,14,26,27,30,31,4
2026845,3,13,20,22,26,33,13
2026846,9,13,16,22,23,30,1
2026847,3,12,22,25,29,31,14
2026848,8,12,16,19,23,28,5
2026849,2,4,6,21,24,27,14
2026850,1,3,10,13,16,20,1
2026851,2,12,13,14,21,27,9
2026852,7,11,19,23,24,28,4
2026853,9,10,15,18,28,31,3
2026854,1,2,4,10,15,24,14
2026855,1,2,5,8,11,28,5
2026856,3,7,13,16,24,30,12
2026857,8,13,19,23,25,26,8
2026858,3,10,15,18,22,29,1
2026859,2,4,21,25,27,29,9
2026860,5,9,16,25,27,32,14
2026861,8,11,16,18,21,33,11
2026862,3,8,9,15,18,25,16
2026863,5,7,8,12,19,22,16
2026864,5,7,9,11,12,33,13
2026865,3,6,8,13,24,30,1
2026866,10,14,19,25,26,33,12
2026867,5,15,18,25,28,30,2
2026868,1,4,5,15,23,31,7
2026869,4,12,13,26,30,33,9
2026870,2,15,16,22,24,31,7
2026871,7,8,10,11,17,32,1
2026872,3,10,12,27,29,30,10
2026873,6,15,21,22,23,33,13
2026874,4,6,9,11,19,32,13
2026875,6,10,15,18,26,29,10
2026876,3,5,9,14,29,31,1
2026877,5,7,16,22,25,29,3
2026878,7,13,14,18,22,24,16
2026879,5,7,9,12,20,27,14
2026880,2,14,20,22,31,33,1
2026881,6,8,17,19,22,26,2
2026882,1,8,9,22,24,25,12
2026883,2,7,10,14,16,19,3
2026884,1,9,14,21,25,29,11
2026885,2,13,14,15,21,24,16
2026886,11,12,16,23,30,33,9
2026887,3,11,19,23,28,32,1
2026888,5,6,16,17,28,33,7
2026889,6,7,9,15,24,26,2
2026890,5,12,16,21,31,33,4
2026891,5,7,12,15,27,31,16
2026892,4,8,14,16,28,31,6
2026893,4,6,18,19,20,29,12
2026894,8,9,13,18,19,27,8
2026895,3,4,6,14,24,27,1
2026896,1,6,12,14,29,31,14
2026897,1,6,7,9,22,29,13
2026898,2,3,14,18,27,32,1
2026899,5,15,25,29,30,32,1
2026900,6,7,13,14,15,30,2
2026901,1,2,10,19,22,31,7
2026902,6,12,14,15,27,33,9
2026903,4,8,18,19,25,28,15
2026904,8,11,14,15,18,26,1
2026905,3,11,13,15,24,25,9
2026906,4,11,12,20,24,29,11
2026907,5,7,8,15,20,24,15
2026908,3,6,11,18,28,32,6
2026909,2,8,12,21,25,33,10
2026910,4,5,14,23,27,28,14
2026911,6,11,21,26,27,29,15
2026912,7,11,12,16,19,20,9
2026913,1,2,15,17,24,33,14
2026914,1,12,14,16,20,24,14
2026915,1,2,11,18,22,33,4
2026916,3,6,11,25,31,32,12
2026917,2,9,16,20,29,33,2
2026918,6,7,12,15,29,32,8
2026919,1,6,8,12,14,32,3
2026920,3,10,12,21,26,29,11
2026921,4,20,23,24,29,32,8
2026922,11,19,22,23,26,33,2
2026923,15,17,18,19,26,27,10
2026924,7,8,13,14,25,31,6
2026925,6,13,16,19,30,33,14
2026926,1,9,12,18,26,32,8
2026927,8,9,25,26,27,32,9
2026928,2,6,11,15,19,29,11
2026929,20,21,26,28,29,30,5
2026930,4,5,8,13,16,32,7
2026931,5,10,12,15,19,31,9
2026932,1,5,6,11,13,30,9
2026933,6,11,14,15,20,29,4
2026934,3,9,12,13,15,23,8
2026935,7,8,12,13,24,31,5
2026936,5,11,16,18,22,28,13
2026937,4,5,17,25,29,30,1
2026938,8,15,25,26,28,32,1
2026939,1,11,18,22,24,29,9
2026940,2,6,7,9,21,32,4
2026941,5,8,11,23,28,32,12
2026942,1,4,7,9,21,24,5
2026943,7,8,10,22,27,33,2
2026944,15,19,21,29,30,32,5
2026945,5,12,17,20,23,30,9
2026946,3,8,9,10,17,18,9
2026947,1,6,8,19,21,24,10
2026948,2,14,16,21,31,32,13
2026949,6,8,13,14,25,29,14
2026950,2,7,12,20,23,28,6
2026951,10,18,22,23,30,33,14
2026952,4,11,17,18,21,29,12
2026953,11,13,14,23,25,32,16
2026954,1,6,9,24,26,32,9
2026955,5,19,22,25,26,31,6
2026956,7,20,24,25,28,30,11
2026957,6,13,19,24,26,32,6
2026958,1,12,25,28,32,33,4
2026959,12,21,22,23,24,26,13
2026960,6,11,14,15,18,20,7
2026961,1,3,12,17,21,28,6
2026962,3,9,10,11,16,30,6
2026963,1,14,20,21,23,33,13
2026964,2,5,11,13,14,29,1
2026965,2,17,19,22,27,31,12
2026966,3,6,13,16,27,28,10
2026967,2,3,8,20,23,33,2
2026968,6,7,8,12,15,25,6
2026969,3,9,10,11,15,27,3
2026970,1,2,15,23,25,28,14
2026971,2,10,15,16,22,33,11
2026972,4,13,18,22,24,26,14
2026973,4,5,13,14,28,31,10
2026974,1,11,14,19,23,31,8
2026975,3,7,9,12,14,30,15
2026976,4,8,10,22,28,33,7
2026977,1,4,13,21,26,27,9
2026978,5,6,10,14,19,31,7
2026979,7,9,12,25,27,29,10
2026980,6,8,13,15,16,31,13
2026981,14,24,25,29,31,32,2
2026982,9,10,14,20,26,28,6
2026983,3,14,18,26,29,33,16
2026984,4,15,17,18,21,22,1
2026985,6,7,19,20,31,32,6
2026986,2,6,10,12,20,29,8
2026987,3,9,20,25,29,31,16
2026988,9,11,12,14,15,25,11
2026989,9,13,15,19,25,31,1
2026990,10,11,18,23,25,28,12
2026991,5,14,15,25,27,32,2
2026992,6,7,14,17,18,30,9
2026993,1,5,11,20,31,32,8
2026994,11,16,21,22,29,33,9
2026995,6,8,9,12,13,24,11
2026996,2,3,8,16,19,25,3
2026997,2,10,16,17,28,32,14
2026998,7,8,15,17,19,29,9
2026999,2,13,14,15,18,24,13
2027000,6,12,21,27,28,29,14
2027001,5,15,17,22,27,28,13
2027002,15,18,26,29,30,32,3
2027003,3,17,20,23,24,29,12
2027004,3,4,5,15,16,23,6
2027005,1,8,10,11,17,25,2
2027006,1,8,10,12,25,30,14
2027007,2,3,8,11,28,29,8
2027008,14,17,18,19,29,30,8
2027009,2,13,14,15,16,21,7
2027010,2,4,16,23,26,32,5
2027011,12,14,28,29,31,33,16
2027012,1,6,17,18,20,25,15
2027013,7,11,17,25,28,33,11
2027014,3,7,16,19,25,32,14
2027015,6,14,20,22,23,27,16
2027016,2,11,24,26,28,33,11
2027017,2,5,19,20,27,30,4
2027018,4,9,18,21,28,30,14
2027019,1,5,15,22,24,26,14
2027020,2,6,14,25,26,27,3
2027021,1,11,19,22,26,30,16
2027022,12,13,17,25,27,30,3
2027023,4,5,11,14,18,32,11
2027024,3,14,15,24,31,32,1
2027025,6,9,13,20,28,32,10
2027026,2,7,11,19,23,30,8
2027027,6,10,11,16,22,31,1
2027028,8,12,19,20,25,32,14
2027029,2,3,6,13,20,29,11
2027030,1,9,12,13,20,29,6
2027031,15,17,18,24,30,33,9
2027032,4,5,16,23,26,28,3
2027033,8,14,16,17,28,30,1
2027034,9,21,22,25,31,33,8
2027035,8,17,19,21,22,29,2
2027036,7,9,21,25,28,32,5
2027037,1,6,7,11,15,33,2
2027038,2,5,8,20,30,31,14
2027039,2,3,7,15,20,29,1
2027040,3,17,21,28,29,33,3
2027041,5,6,11,13,17,30,14
2027042,10,12,17,19,27,31,11
2027043,2,5,15,17,29,33,11
2027044,3,9,12,21,29,30,14
2027045,1,4,19,22,28,30,13
2027046,8,11,13,16,26,29,5
2027047,1,3,5,17,27,33,8
2027048,2,8,21,25,26,30,6
2027049,9,13,22,27,29,30,9
2027050,11,13,14,18,20,26,6
2027051,16,17,22,27,32,33,1
2027052,1,6,10,12,24,30,5
2027053,7,11,12,20,22,29,14
2027054,2,5,6,8,30,31,15
2027055,1,6,9,16,18,24,15
2027056,4,8,13,20,21,26,15
2027057,1,8,9,10,25,30,13
2027058,9,21,23,25,28,29,10
2027059,3,8,12,23,25,32,14
2027060,6,15,17,18,23,27,12
2027061,2,8,13,18,27,28,9
2027062,4,10,12,23,28,33,15
2027063,9,12,16,17,23,32,13
2027064,5,7,8,10,14,27,2
2027065,15,20,25,26,32,33,14
2027066,5,10,12,19,32,33,16
2027067,2,6,9,12,24,32,13
2027068,11,12,14,19,20,31,5
2027069,1,3,13,14,15,25,14
2027070,12,13,20,29,32,33,5
2027071,11,14,16,18,24,25,16
2027072,15,16,20,23,26,30,6
2027073,1,4,8,10,24,28,9
2027074,4,9,12,17,26,28,8
2027075,7,17,20,21,24,33,7
2027076,1,5,6,10,13,29,1
2027077,2,5,10,19,21,22,15
2027078,10,20,24,26,27,29,3
2027079,2,10,15,20,28,31,3
2027080,1,4,7,14,17,20,16
2027081,10,18,21,27,29,33,16
2027082,3,9,14,18,19,20,11
2027083,6,20,22,24,25,26,5
2027084,1,11,19,20,21,23,5
2027085,4,8,11,12,27,31,1
2027086,4,14,20,26,28,32,9
2027087,9,19,25,26,27,30,2
2027088,1,5,18,24,26,29,3
2027089,1,8,15,21,24,31,14
2027090,7,14,17,19,27,30,11
2027091,10,21,24,25,31,33,10
2027092,1,8,10,16,20,26,9
2027093,3,8,11,22,32,33,7
2027094,1,4,13,21,28,31,2
2027095,6,7,16,21,32,33,3
2027096,2,3,8,14,23,32,6
2027097,3,10,11,20,23,27,3
2027098,2,7,13,15,31,32,7
2027099,10,12,20,26,28,30,9
2027100,1,18,19,20,25,29,9
2027101,1,15,18,24,28,32,14
2027102,1,3,9,11,15,29,16
2027103,3,20,21,25,27,30,3
2027104,3,18,23,28,30,31,12
2027105,6,8,22,23,31,33,12
2027106,6,7,9,12,13,18,2
2027107,1,5,12,17,23,29,3
2027108,7,9,15,21,27,29,9
2027109,4,8,20,22,24,26,13
2027110,1,2,4,16,27,32,10
2027111,1,16,26,27,29,33,10
2027112,1,4,9,18,20,21,8
2027113,1,3,10,12,18,26,7
2027114,6,24,25,26,31,33,2
2027115,16,18,24,27,29,30,13
2027116,2,15,18,22,29,33,1
2027117,6,10,11,20,23,26,11
2027118,6,10,14,23,25,30,7
2027119,5,11,14,16,24,33,7
2027120,4,9,10,13,15,20,1
2027121,4,14,25,27,31,33,16
2027122,2,3,6,20,31,32,4
2027123,3,6,8,19,28,29,7
2027124,4,10,11,13,25,30,9
2027125,4,6,11,13,22,26,8
2027126,4,8,12,13,20,21,2
2027127,6,19,22,26,30,32,5
2027128,2,8,16,20,21,29,1
2027129,9,12,23,31,32,33,9
2027130,2,19,23,24,26,31,5
2027131,3,6,10,13,15,25,13
2027132,5,8,9,19,22,24,14
2027133,5,14,25,28,31,32,6
2027134,13,16,19,21,23,25,1
2027135,1,5,13,15,24,33,3
2027136,2,5,12,16,20,27,15
2027137,1,13,14,17,30,31,2
2027138,2,4,8,13,22,31,13
2027139,1,2,12,16,27,28,5
2027140,1,6,9,20,27,28,4
2027141,1,2,4,14,19,31,6
2027142,1,4,5,12,16,21,5
2027143,2,6,7,11,17,23,15
2027144,8,12,20,23,24,30,4
2027145,2,12,20,23,26,31,14
2027146,3,9,12,15,27,28,16
2027147,9,19,21,26,31,32,5
2027148,3,10,18,20,21,24,10
2027149,3,4,8,17,19,22,1
2027150,8,12,17,21,25,31,7
2027151,11,13,19,25,29,33,6
2027152,4,5,11,16,20,24,16
2027153,1,4,13,14,21,23,8
2027154,5,7,14,26,27,33,10
2027155,1,2,10,15,28,31,5
2027156,1,5,7,12,26,27,3
2027157,1,3,7,12,24,33,1
2027158,5,8,21,22,24,29,3
2027159,4,11,14,26,28,32,2
2027160,2,5,12,19,23,29,6
2027161,3,7,8,17,19,20,11
2027162,2,9,19,20,23,29,13
2027163,4,7,17,22,24,26,11
2027164,4,11,15,24,30,32,3
2027165,10,24,26,28,31,32,13
2027166,4,11,13,14,28,29,8
2027167,9,13,16,20,21,23,15
2027168,1,2,12,15,22,26,6
2027169,16,24,26,28,31,33,3
2027170,1,16,17,21,26,28,4
2027171,1,11,12,14,20,33,16
2027172,5,7,14,16,27,28,16
2027173,7,9,13,14,19,28,10
2027174,3,5,6,17,18,28,11
2027175,11,13,15,16,26,27,13
2027176,6,8,12,15,16,17,6
2027177,2,5,15,21,22,30,8
2027178,2,4,9,12,19,23,1
2027179,5,7,8,20,25,28,6
2027180,5,7,10,16,18,19,3
2027181,1,10,11,16,22,26,11
2027182,6,9,11,22,23,27,5
2027183,4,11,15,25,30,31,14
2027184,1,4,5,8,13,18,1
2027185,5,7,8,19,22,26,6
2027186,5,10,15,16,28,30,15
2027187,3,7,14,24,30,32,2
2027188,10,16,24,26,30,33,1
2027189,1,2,7,12,18,29,8
2027190,3,6,11,20,25,31,10
2027191,2,3,9,19,24,27,16
2027192,4,5,9,16,20,29,1
2027193,12,17,25,26,28,31,6
2027194,5,12,14,19,28,30,1
2027195,1,2,8,11,27,28,13
2027196,13,21,23,26,28,29,13
2027197,3,10,17,19,24,27,15
2027198,16,18,19,20,21,32,7
2027199,7,14,19,23,25,31,16
2027200,5,9,17,18,20,23,14
2027201,1,3,11,21,27,28,10
2027202,10,14,25,27,28,33,14
2027203,5,8,14,19,24,31,9
2027204,4,5,6,7,23,25,3
2027205,7,10,11,18,20,22,8
2027206,1,2,3,6,17,23,15
2027207,5,7,11,27,28,30,10
2027208,6,20,21,27,29,32,6
2027209,15,17,22,23,24,26,16
2027210,5,7,10,15,30,33,16
2027211,4,10,18,22,28,32,3
2027212,3,4,13,23,24,25,7
2027213,10,13,15,17,24,32,9
2027214,2,11,17,22,25,26,14
2027215,13,18,19,25,26,29,7
2027216,1,15,16,20,28,31,5
2027217,2,4,13,26,27,32,2
2027218,3,5,10,13,27,30,1
2027219,7,11,12,27,29,31,15
2027220,9,11,16,27,31,33,13
2027221,12,16,21,25,31,33,12
2027222,7,9,12,14,16,31,1
2027223,1,4,11,13,15,17,14
2027224,2,3,9,12,19,22,14
2027225,4,5,9,11,23,25,6
2027226,3,9,17,20,25,33,16
2027227,1,5,19,26,27,28,7
2027228,1,13,14,18,27,30,8
2027229,2,3,21,24,28,31,15
2027230,2,7,14,16,20,33,10
2027231,7,10,17,18,21,30,14
2027232,2,4,11,12,23,26,2
2027233,2,9,15,20,25,28,3
2027234,1,14,18,19,22,30,14
2027235,5,16,20,28,29,31,16
2027236,5,9,11,18,32,33,4
2027237,9,13,14,17,20,24,1
2027238,2,7,15,20,21,30,12
2027239,1,10,17,19,25,32,11
2027240,1,9,15,19,22,32,11
2027241,1,3,6,9,14,22,9
2027242,10,18,21,26,28,30,2
2027243,6,12,15,17,20,30,5
2027244,1,18,20,22,27,28,15
2027245,2,4,5,8,13,20,15
2027246,10,14,15,18,30,31,12
2027247,3,8,10,17,22,24,14
2027248,1,7,11,17,18,29,5
2027249,9,17,21,23,26,32,4
2027250,8,11,21,25,27,31,6
2027251,2,12,21,24,28,31,13
2027252,11,14,15,16,18,27,10
2027253,7,14,15,23,28,32,1
2027254,6,7,19,25,26,27,3
2027255,6,17,24,26,29,31,3
2027256,5,10,13,25,30,32,12
2027257,14,18,19,20,22,32,1
2027258,5,8,10,15,24,27,5
2027259,4,15,17,20,31,33,1
2027260,8,10,11,16,22,27,2
2027261,3,9,11,27,28,32,15
2027262,4,15,18,19,26,30,11
2027263,5,14,15,17,21,26,16
2027264,3,7,17,19,21,33,2
2027265,3,12,14,15,17,29,3
2027266,2,18,19,20,21,32,10
2027267,6,13,18,24,25,27,7
2027268,14,15,17,18,32,33,7
2027269,1,2,10,16,22,31,13
2027270,6,8,10,13,19,22,4
2027271,8,12,21,22,26,30,1
2027272,6,18,22,26,29,31,4
2027273,10,21,25,26,28,32,4
2027274,1,9,21,26,27,33,16
2027275,1,13,23,25,26,28,2
2027276,4,5,8,15,19,33,16
2027277,8,10,13,18,20,33,8
2027278,10,15,18,20,22,28,2
2027279,2,11,14,16,21,33,15
2027280,17,24,26,27,28,33,8
2027281,1,12,13,15,22,23,16
2027282,4,6,16,24,25,29,7
2027283,2,7,11,21,31,32,11
2027284,3,5,12,21,29,32,16
2027285,9,15,18,23,27,29,2
2027286,4,7,17,18,20,24,3
2027287,2,5,10,16,20,29,4
2027288,10,11,15,21,26,28,2
2027289,4,11,13,15,18,26,13
2027290,3,5,15,19,21,28,15
2027291,4,5,8,28,29,33,10
2027292,9,10,14,17,18,23,14
2027293,1,8,19,25,30,31,14
2027294,1,3,14,20,27,28,7
2027295,7,9,16,21,25,31,7
2027296,8,12,15,16,19,23,6
2027297,4,8,10,13,17,29,7
2027298,3,9,11,19,27,33,12
2027299,6,8,11,20,27,30,10
2027300,3,6,12,24,25,28,12
2027301,13,14,16,17,19,26,1
2027302,10,13,14,26,30,31,16
2027303,4,6,12,17,24,25,12
2027304,6,9,16,19,21,30,4
2027305,1,5,11,15,28,30,6
2027306,4,5,11,13,17,22,3
2027307,7,8,10,19,25,26,9
2027308,2,23,25,29,31,33,9
2027309,1,10,14,15,26,32,5
2027310,8,9,10,21,22,26,7
2027311,2,10,12,14,21,28,1
2027312,4,7,12,18,25,29,14
2027313,4,15,20,24,25,29,13
2027314,1,3,5,14,27,33,11
2027315,2,6,9,16,26,33,5
2027316,8,9,22,23,32,33,2
2027317,5,14,15,18,24,32,8
2027318,1,12,20,24,27,32,4
2027319,3,5,11,20,29,31,10
2027320,1,4,9,10,18,26,6
2027321,3,12,14,16,25,28,15
