期号,红1,红2,红3,红4,红5,红6,蓝,六爻1,六爻2,六爻3,六爻4,六爻5,六爻6
2026441,11,14,15,18,19,25,16,1,0,0,1,1,1
2026442,1,2,12,16,23,26,5,0,0,0,0,0,0
2026443,2,6,14,17,22,31,1,1,1,1,0,0,0
2026444,4,5,22,24,32,33,3,0,1,1,1,0,0
2026445,3,7,8,10,19,20,14,1,0,1,0,1,0
2026446,15,18,19,21,26,30,13,0,0,1,1,1,0
2026447,3,6,7,14,31,33,16,1,1,0,0,0,1
2026448,3,15,20,25,26,31,6,0,1,0,1,0,1
2026449,9,13,21,22,25,29,1,1,0,0,0,1,1
2026450,17,18,19,22,23,30,16,0,0,0,1,1,1
2026451,7,8,21,23,27,33,10,1,1,1,1,1,1
2026452,3,8,13,20,21,25,13,0,1,1,0,0,0
2026453,1,7,17,20,22,33,11,1,0,1,1,0,0
2026454,2,4,5,6,12,15,4,0,0,1,0,1,0
2026455,1,5,12,23,25,27,16,1,1,0,1,1,0
2026456,10,15,18,19,21,25,10,0,1,0,0,0,1
2026457,1,2,5,23,31,32,14,1,0,0,1,0,1
2026458,10,18,22,26,30,31,14,0,0,0,0,1,1
2026459,10,15,19,26,30,32,15,1,1,1,0,1,1
2026460,6,7,13,14,20,27,12,0,1,1,1,1,1
2026461,2,3,9,11,28,33,1,1,0,1,0,0,0
2026462,8,11,12,16,23,27,16,0,0,1,1,0,0
2026463,3,9,13,19,24,33,14,1,1,0,0,1,0
2026464,3,4,12,15,21,30,12,0,1,0,1,1,0
2026465,2,7,8,9,11,25,12,1,0,0,0,0,1
2026466,1,4,6,12,30,33,6,0,0,0,1,0,1
2026467,7,11,14,22,30,31,10,1,1,1,1,0,1
2026468,6,10,11,16,20,28,11,0,1,1,0,1,1
2026469,10,14,22,23,26,30,14,1,0,1,1,1,1
2026470,9,11,16,20,25,28,10,0,0,1,0,0,0
2026471,3,9,15,20,23,26,10,1,1,0,1,0,0
2026472,8,19,20,26,30,31,8,0,1,0,0,1,0
2026473,9,10,15,16,17,19,8,1,0,0,1,1,0
2026474,1,9,17,18,25,27,6,0,0,0,0,0,1
2026475,2,10,11,15,17,19,14,1,1,1,0,0,1
2026476,7,9,19,24,30,31,9,0,1,1,1,0,1
2026477,1,4,6,7,16,25,15,1,0,1,0,1,1
2026478,4,6,9,23,28,32,16,0,0,1,1,1,1
2026479,3,10,11,28,29,31,12,1,1,0,0,0,0
2026480,13,14,19,21,23,26,12,0,1,0,1,0,0
2026481,5,19,22,26,28,31,5,1,0,0,0,1,0
2026482,1,2,3,9,10,16,14,0,0,0,1,1,0
2026483,3,5,20,24,25,30,8,1,1,1,1,1,0
2026484,2,4,5,24,28,29,12,0,1,1,0,0,1
2026485,4,7,9,24,25,33,15,1,0,1,1,0,1
2026486,12,17,22,23,26,28,13,0,0,1,0,1,1
2026487,11,13,19,21,22,32,16,1,1,0,1,1,1
2026488,1,3,19,20,26,28,7,0,1,0,0,0,0
2026489,5,10,12,17,18,23,7,1,0,0,1,0,0
2026490,3,8,13,17,21,31,3,0,0,0,0,1,0
2026491,2,7,10,15,24,29,6,1,1,1,0,1,0
2026492,6,13,22,24,27,30,5,0,1,1,1,1,0
2026493,3,7,10,15,16,30,6,1,0,1,0,0,1
2026494,1,4,7,17,21,27,10,0,0,1,1,0,1
2026495,14,15,17,19,23,29,13,1,1,0,0,1,1
2026496,2,3,18,21,26,29,11,0,1,0,1,1,1
2026497,2,10,13,18,19,25,5,1,0,0,0,0,0
2026498,3,6,10,15,29,32,15,0,0,0,1,0,0
2026499,2,7,10,13,17,27,11,1,1,1,1,0,0
2026500,4,8,10,18,26,29,12,0,1,1,0,1,0
2026501,4,6,11,18,20,27,9,1,0,1,1,1,0
2026502,6,11,15,25,26,28,11,0,0,1,0,0,1
2026503,5,7,11,13,17,30,8,1,1,0,1,0,1
2026504,1,5,9,11,13,33,4,0,1,0,0,1,1
2026505,1,8,14,29,30,33,8,1,0,0,1,1,1
2026506,3,13,14,15,17,30,4,0,0,0,0,0,0
2026507,1,12,27,28,30,32,15,1,1,1,0,0,0
2026508,10,16,20,25,28,29,12,0,1,1,1,0,0
2026509,2,6,16,21,24,29,9,1,0,1,0,1,0
2026510,2,3,6,14,24,29,8,0,0,1,1,1,0
2026511,1,6,7,8,17,32,9,1,1,0,0,0,1
2026512,3,5,9,10,15,18,3,0,1,0,1,0,1
2026513,2,6,15,23,29,32,5,1,0,0,0,1,1
2026514,2,4,12,15,19,29,14,0,0,0,1,1,1
2026515,4,17,24,25,27,30,16,1,1,1,1,1,1
2026516,4,9,14,21,27,32,6,0,1,1,0,0,0
2026517,4,12,13,17,18,21,8,1,0,1,1,0,0
2026518,10,16,21,22,26,29,5,0,0,1,0,1,0
2026519,5,6,11,20,22,32,2,1,1,0,1,1,0
2026520,10,13,18,22,25,32,9,0,1,0,0,0,1
2026521,8,10,16,30,31,33,7,1,0,0,1,0,1
2026522,4,5,6,26,29,32,3,0,0,0,0,1,1
2026523,4,6,15,17,30,32,2,1,1,1,0,1,1
2026524,14,16,18,23,26,32,2,0,1,1,1,1,1
2026525,2,5,27,28,30,31,16,1,0,1,0,0,0
2026526,3,8,19,20,21,26,5,0,0,1,1,0,0
2026527,7,9,19,20,23,30,12,1,1,0,0,1,0
2026528,12,21,24,25,29,30,4,0,1,0,1,1,0
2026529,5,6,7,16,31,32,13,1,0,0,0,0,1
2026530,6,8,15,16,17,18,6,0,0,0,1,0,1
2026531,2,5,10,24,28,29,4,1,1,1,1,0,1
2026532,11,12,13,22,25,30,9,0,1,1,0,1,1
2026533,7,13,24,25,29,30,1,1,0,1,1,1,1
2026534,10,13,15,30,31,33,1,0,0,1,0,0,0
2026535,11,17,19,20,32,33,1,1,1,0,1,0,0
2026536,1,6,18,26,30,31,12,0,1,0,0,1,0
2026537,3,20,23,25,28,33,11,1,0,0,1,1,0
2026538,9,13,16,20,23,29,6,0,0,0,0,0,1
2026539,6,7,21,22,26,28,11,1,1,1,0,0,1
2026540,6,9,15,16,27,32,16,0,1,1,1,0,1
2026541,6,11,12,19,21,30,5,1,0,1,0,1,1
2026542,2,3,12,13,27,29,3,0,0,1,1,1,1
2026543,1,9,10,12,19,21,6,1,1,0,0,0,0
2026544,3,4,10,11,19,28,14,0,1,0,1,0,0
2026545,3,5,11,14,19,29,13,1,0,0,0,1,0
2026546,8,15,22,24,28,33,5,0,0,0,1,1,0
2026547,10,12,20,24,27,33,6,1,1,1,1,1,0
2026548,3,11,13,22,28,33,9,0,1,1,0,0,1
2026549,2,11,18,21,22,33,4,1,0,1,1,0,1
2026550,4,8,13,14,21,24,2,0,0,1,0,1,1
2026551,3,18,19,28,29,32,8,1,1,0,1,1,1
2026552,3,5,6,11,21,27,5,0,1,0,0,0,0
2026553,3,7,12,24,26,32,10,1,0,0,1,0,0
2026554,5,8,12,18,23,33,14,0,0,0,0,1,0
2026555,1,10,13,27,29,32,4,1,1,1,0,1,0
2026556,2,8,9,18,21,30,13,0,1,1,1,1,0
2026557,5,20,25,27,29,33,1,1,0,1,0,0,1
2026558,3,6,16,17,19,25,15,0,0,1,1,0,1
2026559,11,16,17,27,30,31,13,1,1,0,0,1,1
2026560,13,19,24,26,28,31,10,0,1,0,1,1,1
2026561,5,7,8,10,24,28,6,1,0,0,0,0,0
2026562,8,10,14,23,26,30,5,0,0,0,1,0,0
2026563,1,5,6,7,10,12,3,1,1,1,1,0,0
2026564,3,6,9,18,19,20,7,0,1,1,0,1,0
2026565,8,16,17,19,24,32,4,1,0,1,1,1,0
2026566,5,6,15,20,28,31,14,0,0,1,0,0,1
2026567,6,7,17,18,21,23,7,1,1,0,1,0,1
2026568,2,8,14,29,32,33,14,0,1,0,0,1,1
2026569,2,6,23,24,27,31,1,1,0,0,1,1,1
2026570,1,4,7,12,24,30,6,0,0,0,0,0,0
2026571,7,13,18,22,28,32,4,1,1,1,0,0,0
2026572,1,2,11,21,26,32,6,0,1,1,1,0,0
2026573,8,16,17,18,29,31,1,1,0,1,0,1,0
2026574,11,14,23,26,27,30,6,0,0,1,1,1,0
2026575,4,13,15,18,23,33,14,1,1,0,0,0,1
2026576,8,11,14,25,28,30,8,0,1,0,1,0,1
2026577,12,14,17,20,28,29,13,1,0,0,0,1,1
2026578,14,16,24,27,32,33,3,0,0,0,1,1,1
2026579,4,21,22,29,31,33,13,1,1,1,1,1,1
2026580,4,8,12,14,15,26,10,0,1,1,0,0,0
2026581,1,3,5,7,22,33,6,1,0,1,1,0,0
2026582,4,5,13,15,20,23,8,0,0,1,0,1,0
2026583,12,15,20,23,24,30,3,1,1,0,1,1,0
2026584,21,23,24,25,31,33,1,0,1,0,0,0,1
2026585,4,13,16,21,26,31,2,1,0,0,1,0,1
2026586,1,6,19,24,27,28,4,0,0,0,0,1,1
2026587,3,5,16,18,20,25,15,1,1,1,0,1,1
2026588,4,15,17,23,27,29,4,0,1,1,1,1,1
2026589,18,19,21,23,27,28,8,1,0,1,0,0,0
2026590,6,16,20,22,23,24,1,0,0,1,1,0,0
2026591,10,12,13,23,26,27,13,1,1,0,0,1,0
2026592,11,12,19,20,25,28,4,0,1,0,1,1,0
2026593,7,9,10,15,20,21,6,1,0,0,0,0,1
2026594,8,9,20,21,22,33,14,0,0,0,1,0,1
2026595,1,5,10,24,29,32,1,1,1,1,1,0,1
2026596,5,16,18,21,25,29,14,0,1,1,0,1,1
2026597,3,15,19,20,25,28,13,1,0,1,1,1,1
2026598,1,2,18,26,31,32,15,0,0,1,0,0,0
2026599,9,12,18,20,22,32,10,1,1,0,1,0,0
2026600,3,7,17,18,26,33,10,0,1,0,0,1,0
2026601,8,10,15,27,32,33,15,1,0,0,1,1,0
2026602,13,14,18,19,22,24,4,0,0,0,0,0,1
2026603,1,18,19,25,32,33,9,1,1,1,0,0,1
2026604,1,6,19,20,21,26,13,0,1,1,1,0,1
2026605,1,4,6,21,27,31,2,1,0,1,0,1,1
2026606,2,5,11,13,15,26,13,0,0,1,1,1,1
2026607,1,4,6,18,19,27,9,1,1,0,0,0,0
2026608,4,8,17,23,25,33,1,0,1,0,1,0,0
2026609,3,10,11,13,16,22,8,1,0,0,0,1,0
2026610,4,17,24,27,28,31,12,0,0,0,1,1,0
2026611,1,5,15,16,26,27,12,1,1,1,1,1,0
2026612,1,2,4,7,22,33,12,0,1,1,0,0,1
2026613,4,19,25,26,28,29,12,1,0,1,1,0,1
2026614,2,10,12,13,14,30,4,0,0,1,0,1,1
2026615,13,15,17,18,22,27,10,1,1,0,1,1,1
2026616,2,17,19,25,28,29,16,0,1,0,0,0,0
2026617,2,6,8,14,16,17,2,1,0,0,1,0,0
2026618,2,7,8,14,21,25,12,0,0,0,0,1,0
2026619,4,8,9,10,29,33,9,1,1,1,0,1,0
2026620,3,9,13,16,22,33,11,0,1,1,1,1,0
2026621,6,12,26,27,28,30,10,1,0,1,0,0,1
2026622,3,5,25,26,31,32,4,0,0,1,1,0,1
2026623,14,20,21,23,28,31,16,1,1,0,0,1,1
2026624,6,9,14,21,25,30,6,0,1,0,1,1,1
2026625,1,8,11,12,20,32,7,1,0,0,0,0,0
2026626,1,9,16,19,26,29,10,0,0,0,1,0,0
2026627,10,18,22,25,31,33,11,1,1,1,1,0,0
2026628,6,11,14,15,20,24,4,0,1,1,0,1,0
2026629,1,11,15,16,27,33,3,1,0,1,1,1,0
2026630,7,9,11,12,19,24,4,0,0,1,0,0,1
2026631,1,4,8,11,13,24,5,1,1,0,1,0,1
2026632,3,6,12,23,28,30,16,0,1,0,0,1,1
2026633,6,10,15,16,21,33,14,1,0,0,1,1,1
2026634,11,12,16,18,20,33,11,0,0,0,0,0,0
2026635,6,10,11,19,21,22,6,1,1,1,0,0,0
2026636,4,9,11,23,28,33,13,0,1,1,1,0,0
2026637,3,8,12,16,20,21,15,1,0,1,0,1,0
2026638,2,4,5,11,17,30,2,0,0,1,1,1,0
2026639,3,9,15,20,24,32,15,1,1,0,0,0,1
2026640,8,12,16,18,20,25,7,0,1,0,1,0,1
2026641,10,15,17,23,28,32,10,1,0,0,0,1,1
2026642,4,8,10,12,19,30,15,0,0,0,1,1,1
2026643,10,13,17,20,28,29,7,1,1,1,1,1,1
2026644,3,8,16,17,18,22,1,0,1,1,0,0,0
2026645,4,7,13,14,15,17,3,1,0,1,1,0,0
2026646,5,8,13,17,21,27,6,0,0,1,0,1,0
2026647,3,16,17,18,28,31,6,1,1,0,1,1,0
2026648,5,6,16,18,23,26,16,0,1,0,0,0,1
2026649,1,10,13,14,18,27,6,1,0,0,1,0,1
2026650,4,5,6,11,15,21,10,0,0,0,0,1,1
2026651,7,11,21,22,27,33,8,1,1,1,0,1,1
2026652,4,17,19,28,31,32,4,0,1,1,1,1,1
2026653,7,10,16,22,23,28,9,1,0,1,0,0,0
2026654,3,15,16,24,25,32,13,0,0,1,1,0,0
2026655,3,10,11,19,26,30,8,1,1,0,0,1,0
2026656,5,14,19,20,26,30,9,0,1,0,1,1,0
2026657,2,9,11,25,28,29,1,1,0,0,0,0,1
2026658,2,3,8,18,20,30,11,0,0,0,1,0,1
2026659,1,8,15,18,19,31,11,1,1,1,1,0,1
2026660,3,7,11,18,20,23,14,0,1,1,0,1,1
2026661,6,10,13,19,21,33,9,1,0,1,1,1,1
2026662,20,25,27,29,32,33,15,0,0,1,0,0,0
2026663,6,12,18,24,29,32,16,1,1,0,1,0,0
2026664,5,17,22,23,25,30,4,0,1,0,0,1,0
2026665,3,4,5,12,15,24,15,1,0,0,1,1,0
2026666,5,7,9,10,17,18,15,0,0,0,0,0,1
2026667,1,6,11,25,30,32,10,1,1,1,0,0,1
2026668,4,9,17,22,26,31,7,0,1,1,1,0,1
2026669,6,17,25,28,32,33,13,1,0,1,0,1,1
2026670,6,7,21,24,32,33,1,0,0,1,1,1,1
2026671,14,18,22,25,28,33,4,1,1,0,0,0,0
2026672,6,16,18,20,27,32,3,0,1,0,1,0,0
2026673,1,18,19,22,27,29,1,1,0,0,0,1,0
2026674,2,7,11,15,19,31,12,0,0,0,1,1,0
2026675,10,14,18,21,28,29,7,1,1,1,1,1,0
2026676,3,15,21,22,24,27,11,0,1,1,0,0,1
2026677,2,15,24,25,30,33,1,1,0,1,1,0,1
2026678,1,5,13,21,22,32,4,0,0,1,0,1,1
2026679,1,3,8,16,19,26,8,1,1,0,1,1,1
2026680,5,9,10,21,28,31,11,0,1,0,0,0,0
2026681,2,8,14,23,24,32,2,1,0,0,1,0,0
2026682,4,7,17,21,23,28,2,0,0,0,0,1,0
2026683,2,5,10,19,21,29,7,1,1,1,0,1,0
2026684,3,11,13,14,29,30,16,0,1,1,1,1,0
2026685,5,13,14,15,25,32,3,1,0,1,0,0,1
2026686,13,14,17,20,23,24,8,0,0,1,1,0,1
2026687,2,8,14,20,23,26,1,1,1,0,0,1,1
2026688,14,21,22,25,27,28,3,0,1,0,1,1,1
2026689,3,8,15,19,22,24,11,1,0,0,0,0,0
2026690,8,16,19,25,30,33,6,0,0,0,1,0,0
2026691,4,23,26,29,30,33,13,1,1,1,1,0,0
2026692,2,13,16,19,20,22,5,0,1,1,0,1,0
2026693,6,15,16,31,32,33,1,1,0,1,1,1,0
2026694,11,13,14,21,25,27,1,0,0,1,0,0,1
2026695,3,6,10,16,17,22,13,1,1,0,1,0,1
2026696,3,17,22,23,27,33,14,0,1,0,0,1,1
2026697,3,4,5,20,23,29,15,1,0,0,1,1,1
2026698,11,14,18,21,27,28,10,0,0,0,0,0,0
2026699,2,4,12,17,27,31,7,1,1,1,0,0,0
2026700,1,7,9,16,32,33,5,0,1,1,1,0,0
2026701,5,7,14,27,28,32,4,1,0,1,0,1,0
2026702,4,9,15,17,22,33,8,0,0,1,1,1,0
2026703,1,14,19,21,30,32,2,1,1,0,0,0,1
2026704,9,13,23,25,27,32,1,0,1,0,1,0,1
2026705,12,17,18,25,28,33,9,1,0,0,0,1,1
2026706,9,11,25,28,30,33,12,0,0,0,1,1,1
2026707,8,11,16,25,27,31,15,1,1,1,1,1,1
2026708,4,7,9,15,32,33,1,0,1,1,0,0,0
2026709,4,8,13,25,26,28,9,1,0,1,1,0,0
2026710,3,7,10,13,17,19,3,0,0,1,0,1,0
2026711,7,15,16,18,32,33,12,1,1,0,1,1,0
2026712,7,8,13,15,24,33,10,0,1,0,0,0,1
2026713,1,4,9,27,29,31,8,1,0,0,1,0,1
2026714,1,4,12,20,30,33,7,0,0,0,0,1,1
2026715,1,5,6,18,27,33,13,1,1,1,0,1,1
2026716,2,6,9,23,26,33,9,0,1,1,1,1,1
2026717,3,5,8,11,28,31,2,1,0,1,0,0,0
2026718,1,5,9,15,23,29,9,0,0,1,1,0,0
2026719,2,5,16,23,30,32,9,1,1,0,0,1,0
2026720,6,7,9,12,14,25,8,0,1,0,1,1,0
2026721,4,5,16,20,23,31,10,1,0,0,0,0,1
2026722,5,7,9,10,18,25,15,0,0,0,1,0,1
2026723,2,5,9,13,24,31,14,1,1,1,1,0,1
2026724,3,6,12,14,16,32,10,0,1,1,0,1,1
2026725,1,9,10,12,27,33,7,1,0,1,1,1,1
2026726,4,12,18,27,31,32,2,0,0,1,0,0,0
2026727,3,10,13,14,17,32,4,1,1,0,1,0,0
2026728,1,2,5,14,16,25,13,0,1,0,0,1,0
2026729,2,5,11,25,29,30,2,1,0,0,1,1,0
2026730,3,8,13,22,25,26,14,0,0,0,0,0,1
2026731,5,7,9,12,14,19,1,1,1,1,0,0,1
2026732,1,11,15,16,20,22,1,0,1,1,1,0,1
2026733,4,5,7,8,11,16,1,1,0,1,0,1,1
2026734,2,3,7,15,20,30,7,0,0,1,1,1,1
2026735,3,4,6,29,31,33,7,1,1,0,0,0,0
2026736,3,16,17,24,25,32,13,0,1,0,1,0,0
2026737,1,4,6,10,26,32,9,1,0,0,0,1,0
2026738,4,14,18,21,24,26,16,0,0,0,1,1,0
2026739,3,8,11,16,18,26,1,1,1,1,1,1,0
2026740,2,8,10,14,17,30,5,0,1,1,0,0,1
2026741,5,10,15,20,26,28,6,1,0,1,1,0,1
2026742,1,3,10,13,21,24,5,0,0,1,0,1,1
2026743,7,9,12,19,22,30,3,1,1,0,1,1,1
2026744,2,9,10,19,24,33,15,0,1,0,0,0,0
2026745,1,7,12,13,20,31,6,1,0,0,1,0,0
2026746,4,5,8,11,23,27,16,0,0,0,0,1,0
2026747,6,15,20,21,27,33,10,1,1,1,0,1,0
2026748,2,9,12,23,27,32,12,0,1,1,1,1,0
2026749,2,4,5,8,13,23,4,1,0,1,0,0,1
2026750,8,18,19,21,30,31,3,0,0,1,1,0,1
2026751,11,13,18,25,28,29,10,1,1,0,0,1,1
2026752,14,16,17,18,26,27,14,0,1,0,1,1,1
2026753,1,2,9,13,14,15,9,1,0,0,0,0,0
2026754,1,9,17,20,24,30,8,0,0,0,1,0,0
2026755,2,4,6,19,29,31,16,1,1,1,1,0,0
2026756,2,3,9,10,14,19,2,0,1,1,0,1,0
2026757,13,20,21,24,26,32,5,1,0,1,1,1,0
2026758,8,9,13,18,21,30,14,0,0,1,0,0,1
2026759,2,6,17,18,29,31,4,1,1,0,1,0,1
2026760,6,9,11,14,15,27,5,0,1,0,0,1,1
2026761,1,3,6,7,11,24,16,1,0,0,1,1,1
2026762,1,10,11,12,29,32,7,0,0,0,0,0,0
2026763,1,2,14,18,30,32,13,1,1,1,0,0,0
2026764,13,15,16,19,23,24,8,0,1,1,1,0,0
2026765,1,8,17,19,30,32,3,1,0,1,0,1,0
2026766,1,4,8,13,17,26,1,0,0,1,1,1,0
2026767,6,19,21,24,25,32,5,1,1,0,0,0,1
2026768,7,9,15,16,22,33,15,0,1,0,1,0,1
2026769,1,3,18,24,25,26,11,1,0,0,0,1,1
2026770,6,18,20,28,30,31,14,0,0,0,1,1,1
2026771,2,8,13,17,29,31,1,1,1,1,1,1,1
2026772,8,14,18,22,30,33,4,0,1,1,0,0,0
2026773,3,4,7,15,16,31,3,1,0,1,1,0,0
2026774,6,18,20,21,22,33,12,0,0,1,0,1,0
2026775,5,17,19,22,25,33,10,1,1,0,1,1,0
2026776,2,7,9,10,21,26,1,0,1,0,0,0,1
2026777,5,7,8,11,24,25,9,1,0,0,1,0,1
2026778,1,11,13,15,27,33,9,0,0,0,0,1,1
2026779,13,14,15,18,19,28,5,1,1,1,0,1,1
2026780,2,4,5,7,9,18,1,0,1,1,1,1,1
2026781,5,6,9,17,23,29,8,1,0,1,0,0,0
2026782,10,20,25,29,30,33,1,0,0,1,1,0,0
2026783,2,5,10,12,17,26,3,1,1,0,0,1,0
2026784,5,11,17,23,29,32,15,0,1,0,1,1,0
2026785,7,10,14,15,21,23,6,1,0,0,0,0,1
2026786,1,10,15,23,30,33,3,0,0,0,1,0,1
2026787,5,7,11,18,25,30,11,1,1,1,1,0,1
2026788,3,7,8,14,21,22,6,0,1,1,0,1,1
2026789,1,10,19,21,22,23,13,1,0,1,1,1,1
2026790,2,3,6,8,15,20,8,0,0,1,0,0,0
2026791,1,2,4,14,17,31,3,1,1,0,1,0,0
2026792,3,5,9,15,16,17,1,0,1,0,0,1,0
2026793,5,6,7,12,19,29,14,1,0,0,1,1,0
2026794,1,3,5,21,23,33,9,0,0,0,0,0,1
2026795,1,14,16,24,29,33,11,1,1,1,0,0,1
2026796,2,10,13,15,17,24,10,0,1,1,1,0,1
2026797,8,10,12,14,15,28,10,1,0,1,0,1,1
2026798,2,3,4,11,20,25,8,0,0,1,1,1,1
2026799,1,16,24,26,30,32,7,1,1,0,0,0,0
2026800,5,8,9,20,28,32,12,0,1,0,1,0,0
2026801,6,14,16,18,27,32,6,1,0,0,0,1,0
2026802,5,7,21,22,24,27,15,0,0,0,1,1,0
2026803,1,12,13,15,17,26,14,1,1,1,1,1,0
2026804,13,23,25,26,30,32,5,0,1,1,0,0,1
2026805,3,9,15,18,20,30,14,1,0,1,1,0,1
2026806,10,16,18,20,26,29,15,0,0,1,0,1,1
2026807,2,6,7,11,19,21,12,1,1,0,1,1,1
2026808,1,3,4,14,26,30,10,0,1,0,0,0,0
2026809,5,8,10,30,31,33,11,1,0,0,1,0,0
2026810,2,10,14,18,24,31,14,0,0,0,0,1,0
2026811,3,4,5,10,25,31,11,1,1,1,0,1,0
2026812,12,17,20,24,25,28,6,0,1,1,1,1,0
2026813,1,6,17,19,23,26,13,1,0,1,0,0,1
2026814,3,18,19,21,25,27,4,0,0,1,1,0,1
2026815,7,18,25,29,32,33,3,1,1,0,0,1,1
2026816,1,8,10,22,28,30,14,0,1,0,1,1,1
2026817,8,11,15,19,20,22,10,1,0,0,0,0,0
2026818,3,12,17,24,29,33,9,0,0,0,1,0,0
2026819,2,9,13,27,28,31,1,1,1,1,1,0,0
2026820,2,4,6,7,23,27,3,0,1,1,0,1,0
2026821,7,10,11,22,24,32,9,1,0,1,1,1,0
2026822,1,4,6,8,12,28,13,0,0,1,0,0,1
2026823,4,14,17,20,24,32,1,1,1,0,1,0,1
2026824,4,5,16,23,24,32,13,0,1,0,0,1,1
2026825,2,4,6,7,23,33,7,1,0,0,1,1,1
2026826,7,18,19,20,27,29,2,0,0,0,0,0,0
2026827,1,2,6,9,26,33,7,1,1,1,0,0,0
2026828,4,8,20,27,30,31,16,0,1,1,1,0,0
2026829,7,14,18,21,25,30,2,1,0,1,0,1,0
2026830,5,7,25,29,30,32,12,0,0,1,1,1,0
2026831,4,10,17,19,21,33,15,1,1,0,0,0,1
2026832,1,4,21,22,24,30,3,0,1,0,1,0,1
2026833,8,11,14,17,29,31,6,1,0,0,0,1,1
2026834,2,6,8,16,18,30,15,0,0,0,1,1,1
2026835,1,5,15,20,25,31,2,1,1,1,1,1,1
2026836,4,14,15,30,31,32,1,0,1,1,0,0,0
2026837,8,16,20,25,27,33,5,1,0,1,1,0,0
2026838,9,13,20,22,25,29,13,0,0,1,0,1,0
2026839,4,16,17,18,25,31,7,1,1,0,1,1,0
2026840,2,8,15,22,27,32,14,0,1,0,0,0,1
2026841,1,6,7,10,18,26,1,1,0,0,1,0,1
2026842,2,15,17,23,24,28,1,0,0,0,0,1,1
2026843,7,10,11,17,22,28,5,1,1,1,0,1,1
2026844,6,14,26,27,30,31,4,0,1,1,1,1,1
2026845,3,13,20,22,26,33,13,1,0,1,0,0,0
2026846,9,13,16,22,23,30,1,0,0,1,1,0,0
2026847,3,12,22,25,29,31,14,1,1,0,0,1,0
2026848,8,12,16,19,23,28,5,0,1,0,1,1,0
2026849,2,4,6,21,24,27,14,1,0,0,0,0,1
2026850,1,3,10,13,16,20,1,0,0,0,1,0,1
2026851,2,12,13,14,21,27,9,1,1,1,1,0,1
2026852,7,11,19,23,24,28,4,0,1,1,0,1,1
2026853,9,10,15,18,28,31,3,1,0,1,1,1,1
2026854,1,2,4,10,15,24,14,0,0,1,0,0,0
2026855,1,2,5,8,11,28,5,1,1,0,1,0,0
2026856,3,7,13,16,24,30,12,0,1,0,0,1,0
2026857,8,13,19,23,25,26,8,1,0,0,1,1,0
2026858,3,10,15,18,22,29,1,0,0,0,0,0,1
2026859,2,4,21,25,27,29,9,1,1,1,0,0,1
2026860,5,9,16,25,27,32,14,0,1,1,1,0,1
2026861,8,11,16,18,21,33,11,1,0,1,0,1,1
2026862,3,8,9,15,18,25,16,0,0,1,1,1,1
2026863,5,7,8,12,19,22,16,1,1,0,0,0,0
2026864,5,7,9,11,12,33,13,0,1,0,1,0,0
2026865,3,6,8,13,24,30,1,1,0,0,0,1,0
2026866,10,14,19,25,26,33,12,0,0,0,1,1,0
2026867,5,15,18,25,28,30,2,1,1,1,1,1,0
2026868,1,4,5,15,23,31,7,0,1,1,0,0,1
2026869,4,12,13,26,30,33,9,1,0,1,1,0,1
2026870,2,15,16,22,24,31,7,0,0,1,0,1,1
2026871,7,8,10,11,17,32,1,1,1,0,1,1,1
2026872,3,10,12,27,29,30,10,0,1,0,0,0,0
2026873,6,15,21,22,23,33,13,1,0,0,1,0,0
2026874,4,6,9,11,19,32,13,0,0,0,0,1,0
2026875,6,10,15,18,26,29,10,1,1,1,0,1,0
2026876,3,5,9,14,29,31,1,0,1,1,1,1,0
2026877,5,7,16,22,25,29,3,1,0,1,0,0,1
2026878,7,13,14,18,22,24,16,0,0,1,1,0,1
2026879,5,7,9,12,20,27,14,1,1,0,0,1,1
2026880,2,14,20,22,31,33,1,0,1,0,1,1,1
2026881,6,8,17,19,22,26,2,1,0,0,0,0,0
2026882,1,8,9,22,24,25,12,0,0,0,1,0,0
2026883,2,7,10,14,16,19,3,1,1,1,1,0,0
2026884,1,9,14,21,25,29,11,0,1,1,0,1,0
2026885,2,13,14,15,21,24,16,1,0,1,1,1,0
2026886,11,12,16,23,30,33,9,0,0,1,0,0,1
2026887,3,11,19,23,28,32,1,1,1,0,1,0,1
2026888,5,6,16,17,28,33,7,0,1,0,0,1,1
2026889,6,7,9,15,24,26,2,1,0,0,1,1,1
2026890,5,12,16,21,31,33,4,0,0,0,0,0,0
2026891,5,7,12,15,27,31,16,1,1,1,0,0,0
2026892,4,8,14,16,28,31,6,0,1,1,1,0,0
2026893,4,6,18,19,20,29,12,1,0,1,0,1,0
2026894,8,9,13,18,19,27,8,0,0,1,1,1,0
2026895,3,4,6,14,24,27,1,1,1,0,0,0,1
2026896,1,6,12,14,29,31,14,0,1,0,1,0,1
2026897,1,6,7,9,22,29,13,1,0,0,0,1,1
2026898,2,3,14,18,27,32,1,0,0,0,1,1,1
2026899,5,15,25,29,30,32,1,1,1,1,1,1,1
2026900,6,7,13,14,15,30,2,0,1,1,0,0,0
2026901,1,2,10,19,22,31,7,1,0,1,1,0,0
2026902,6,12,14,15,27,33,9,0,0,1,0,1,0
2026903,4,8,18,19,25,28,15,1,1,0,1,1,0
2026904,8,11,14,15,18,26,1,0,1,0,0,0,1
